Registration_Number,Semester,Subject,Marks
REG2023123,1,Bioinformatics,85
REG2023123,2,Biochemistry,95
REG2023123,2,Genetics,97
REG2023123,2,Cell Biology,91
REG2023123,2,Microbiology,76
REG2023123,2,Bioinformatics,64
REG2023123,3,Biochemistry,70
REG2023123,3,Genetics,65
REG2023123,3,Cell Biology,76
REG2023123,3,Microbiology,96
REG2023123,3,Bioinformatics,70
REG2023123,4,Biochemistry,67
REG2023123,4,Genetics,54
REG2023123,4,Cell Biology,86
REG2023123,4,Microbiology,73
REG2023123,4,Bioinformatics,57
REG2023124,1,Thermodynamics,82
REG2023124,1,Fluid Mechanics,93
REG2023124,1,Machine Design,53
REG2023124,1,Material Science,61
REG2023124,1,Robotics,64
REG2023124,2,Thermodynamics,83
REG2023124,2,Fluid Mechanics,52
REG2023124,2,Machine Design,75
REG2023124,2,Material Science,54
REG2023124,2,Robotics,79
REG2023124,3,Thermodynamics,68
REG2023124,3,Fluid Mechanics,99
REG2023124,3,Machine Design,69
REG2023124,3,Material Science,70
REG2023124,3,Robotics,55
REG2023124,4,Thermodynamics,85
REG2023124,4,Fluid Mechanics,79
REG2023124,4,Machine Design,50
REG2023124,4,Material Science,73
REG2023124,4,Robotics,62
REG2023125,1,Structural Analysis,68
REG2023125,1,Geotechnical Engineering,86
REG2023125,1,Transportation Engineering,100
REG2023125,1,Hydrology,69
REG2023125,1,Surveying,97
REG2023125,2,Structural Analysis,89
REG2023125,2,Geotechnical Engineering,65
REG2023125,2,Transportation Engineering,79
REG2023125,2,Hydrology,73
REG2023125,2,Surveying,87
REG2023125,3,Structural Analysis,81
REG2023125,3,Geotechnical Engineering,99
REG2023125,3,Transportation Engineering,99
REG2023125,3,Hydrology,62
REG2023125,3,Surveying,96
REG2023125,4,Structural Analysis,84
REG2023125,4,Geotechnical Engineering,98
REG2023125,4,Transportation Engineering,100
REG2023125,4,Hydrology,65
REG2023125,4,Surveying,59
REG2023126,1,Data Structures,50
REG2023126,1,Algorithms,76
REG2023126,1,Database Systems,51
REG2023126,1,Operating Systems,64
REG2023126,1,Discrete Mathematics,84
REG2023126,2,Data Structures,72
REG2023126,2,Algorithms,90
REG2023126,2,Database Systems,94
REG2023126,2,Operating Systems,50
REG2023126,2,Discrete Mathematics,71
REG2023126,3,Data Structures,50
REG2023126,3,Algorithms,98
REG2023126,3,Database Systems,92
REG2023126,3,Operating Systems,74
REG2023126,3,Discrete Mathematics,97
REG2023126,4,Data Structures,96
REG2023126,4,Algorithms,69
REG2023126,4,Database Systems,56
REG2023126,4,Operating Systems,63
REG2023126,4,Discrete Mathematics,83
REG2023127,1,Biochemistry,65
REG2023127,1,Genetics,76
REG2023127,1,Cell Biology,81
REG2023127,1,Microbiology,53
REG2023127,1,Bioinformatics,59
REG2023127,2,Biochemistry,95
REG2023127,2,Genetics,67
REG2023127,2,Cell Biology,55
REG2023127,2,Microbiology,52
REG2023127,2,Bioinformatics,64
REG2023127,3,Biochemistry,83
REG2023127,3,Genetics,76
REG2023127,3,Cell Biology,94
REG2023127,3,Microbiology,73
REG2023127,3,Bioinformatics,79
REG2023127,4,Biochemistry,97
REG2023127,4,Genetics,55
REG2023127,4,Cell Biology,87
REG2023127,4,Microbiology,56
REG2023127,4,Bioinformatics,82
REG2023128,1,Circuit Analysis,58
REG2023128,1,Digital Electronics,90
REG2023128,1,Power Systems,75
REG2023128,1,Control Systems,54
REG2023128,1,Signals & Systems,87
REG2023128,2,Circuit Analysis,86
REG2023128,2,Digital Electronics,53
REG2023128,2,Power Systems,77
REG2023128,2,Control Systems,92
REG2023128,2,Signals & Systems,58
REG2023128,3,Circuit Analysis,65
REG2023128,3,Digital Electronics,68
REG2023128,3,Power Systems,66
REG2023128,3,Control Systems,70
REG2023128,3,Signals & Systems,75
REG2023128,4,Circuit Analysis,94
REG2023128,4,Digital Electronics,97
REG2023128,4,Power Systems,70
REG2023128,4,Control Systems,70
REG2023128,4,Signals & Systems,78
REG2023129,1,Structural Analysis,67
REG2023129,1,Geotechnical Engineering,64
REG2023129,1,Transportation Engineering,54
REG2023129,1,Hydrology,62
REG2023129,1,Surveying,58
REG2023129,2,Structural Analysis,99
REG2023129,2,Geotechnical Engineering,99
REG2023129,2,Transportation Engineering,87
REG2023129,2,Hydrology,56
REG2023129,2,Surveying,59
REG2023129,3,Structural Analysis,56
REG2023129,3,Geotechnical Engineering,60
REG2023129,3,Transportation Engineering,78
REG2023129,3,Hydrology,79
REG2023129,3,Surveying,70
REG2023129,4,Structural Analysis,76
REG2023129,4,Geotechnical Engineering,57
REG2023129,4,Transportation Engineering,84
REG2023129,4,Hydrology,72
REG2023129,4,Surveying,99
REG2023130,1,Biochemistry,63
REG2023130,1,Genetics,78
REG2023130,1,Cell Biology,69
REG2023130,1,Microbiology,79
REG2023130,1,Bioinformatics,66
REG2023130,2,Biochemistry,57
REG2023130,2,Genetics,55
REG2023130,2,Cell Biology,60
REG2023130,2,Microbiology,93
REG2023130,2,Bioinformatics,69
REG2023130,3,Biochemistry,95
REG2023130,3,Genetics,94
REG2023130,3,Cell Biology,88
REG2023130,3,Microbiology,52
REG2023130,3,Bioinformatics,63
REG2023130,4,Biochemistry,70
REG2023130,4,Genetics,59
REG2023130,4,Cell Biology,55
REG2023130,4,Microbiology,95
REG2023130,4,Bioinformatics,65
REG2023131,1,Data Structures,72
REG2023131,1,Algorithms,75
REG2023131,1,Database Systems,82
REG2023131,1,Operating Systems,53
REG2023131,1,Discrete Mathematics,93
REG2023131,2,Data Structures,69
REG2023131,2,Algorithms,66
REG2023131,2,Database Systems,61
REG2023131,2,Operating Systems,51
REG2023131,2,Discrete Mathematics,75
REG2023131,3,Data Structures,78
REG2023131,3,Algorithms,85
REG2023131,3,Database Systems,97
REG2023131,3,Operating Systems,85
REG2023131,3,Discrete Mathematics,65
REG2023131,4,Data Structures,56
REG2023131,4,Algorithms,79
REG2023131,4,Database Systems,56
REG2023131,4,Operating Systems,100
REG2023131,4,Discrete Mathematics,58
REG2023132,1,Biochemistry,57
REG2023132,1,Genetics,50
REG2023132,1,Cell Biology,53
REG2023132,1,Microbiology,99
REG2023132,1,Bioinformatics,64
REG2023132,2,Biochemistry,58
REG2023132,2,Genetics,62
REG2023132,2,Cell Biology,75
REG2023132,2,Microbiology,73
REG2023132,2,Bioinformatics,93
REG2023132,3,Biochemistry,90
REG2023132,3,Genetics,91
REG2023132,3,Cell Biology,55
REG2023132,3,Microbiology,87
REG2023132,3,Bioinformatics,87
REG2023132,4,Biochemistry,66
REG2023132,4,Genetics,54
REG2023132,4,Cell Biology,51
REG2023132,4,Microbiology,54
REG2023132,4,Bioinformatics,62
REG2023133,1,Data Structures,91
REG2023133,1,Algorithms,78
REG2023133,1,Database Systems,58
REG2023133,1,Operating Systems,55
REG2023133,1,Discrete Mathematics,71
REG2023133,2,Data Structures,57
REG2023133,2,Algorithms,52
REG2023133,2,Database Systems,79
REG2023133,2,Operating Systems,53
REG2023133,2,Discrete Mathematics,60
REG2023133,3,Data Structures,86
REG2023133,3,Algorithms,77
REG2023133,3,Database Systems,96
REG2023133,3,Operating Systems,75
REG2023133,3,Discrete Mathematics,81
REG2023133,4,Data Structures,51
REG2023133,4,Algorithms,74
REG2023133,4,Database Systems,93
REG2023133,4,Operating Systems,77
REG2023133,4,Discrete Mathematics,61
REG2023134,1,Structural Analysis,72
REG2023134,1,Geotechnical Engineering,63
REG2023134,1,Transportation Engineering,61
REG2023134,1,Hydrology,67
REG2023134,1,Surveying,67
REG2023134,2,Structural Analysis,78
REG2023134,2,Geotechnical Engineering,59
REG2023134,2,Transportation Engineering,52
REG2023134,2,Hydrology,89
REG2023134,2,Surveying,89
REG2023134,3,Structural Analysis,89
REG2023134,3,Geotechnical Engineering,65
REG2023134,3,Transportation Engineering,91
REG2023134,3,Hydrology,68
REG2023134,3,Surveying,81
REG2023134,4,Structural Analysis,76
REG2023134,4,Geotechnical Engineering,85
REG2023134,4,Transportation Engineering,80
REG2023134,4,Hydrology,53
REG2023134,4,Surveying,55
REG2023135,1,Circuit Analysis,67
REG2023135,1,Digital Electronics,74
REG2023135,1,Power Systems,58
REG2023135,1,Control Systems,76
REG2023135,1,Signals & Systems,62
REG2023135,2,Circuit Analysis,91
REG2023135,2,Digital Electronics,83
REG2023135,2,Power Systems,65
REG2023135,2,Control Systems,90
REG2023135,2,Signals & Systems,84
REG2023135,3,Circuit Analysis,100
REG2023135,3,Digital Electronics,51
REG2023135,3,Power Systems,74
REG2023135,3,Control Systems,100
REG2023135,3,Signals & Systems,95
REG2023135,4,Circuit Analysis,72
REG2023135,4,Digital Electronics,80
REG2023135,4,Power Systems,84
REG2023135,4,Control Systems,100
REG2023135,4,Signals & Systems,81
REG2023136,1,Thermodynamics,72
REG2023136,1,Fluid Mechanics,86
REG2023136,1,Machine Design,82
REG2023136,1,Material Science,70
REG2023136,1,Robotics,74
REG2023136,2,Thermodynamics,67
REG2023136,2,Fluid Mechanics,61
REG2023136,2,Machine Design,51
REG2023136,2,Material Science,70
REG2023136,2,Robotics,88
REG2023136,3,Thermodynamics,64
REG2023136,3,Fluid Mechanics,51
REG2023136,3,Machine Design,99
REG2023136,3,Material Science,67
REG2023136,3,Robotics,53
REG2023136,4,Thermodynamics,80
REG2023136,4,Fluid Mechanics,83
REG2023136,4,Machine Design,72
REG2023136,4,Material Science,99
REG2023136,4,Robotics,87
REG2023137,1,Biochemistry,64
REG2023137,1,Genetics,60
REG2023137,1,Cell Biology,56
REG2023137,1,Microbiology,65
REG2023137,1,Bioinformatics,92
REG2023137,2,Biochemistry,65
REG2023137,2,Genetics,67
REG2023137,2,Cell Biology,84
REG2023137,2,Microbiology,100
REG2023137,2,Bioinformatics,97
REG2023137,3,Biochemistry,53
REG2023137,3,Genetics,98
REG2023137,3,Cell Biology,64
REG2023137,3,Microbiology,86
REG2023137,3,Bioinformatics,74
REG2023137,4,Biochemistry,72
REG2023137,4,Genetics,61
REG2023137,4,Cell Biology,61
REG2023137,4,Microbiology,65
REG2023137,4,Bioinformatics,87
REG2023138,1,Data Structures,70
REG2023138,1,Algorithms,97
REG2023138,1,Database Systems,94
REG2023138,1,Operating Systems,72
REG2023138,1,Discrete Mathematics,87
REG2023138,2,Data Structures,51
REG2023138,2,Algorithms,95
REG2023138,2,Database Systems,94
REG2023138,2,Operating Systems,72
REG2023138,2,Discrete Mathematics,86
REG2023138,3,Data Structures,86
REG2023138,3,Algorithms,59
REG2023138,3,Database Systems,86
REG2023138,3,Operating Systems,62
REG2023138,3,Discrete Mathematics,81
REG2023138,4,Data Structures,84
REG2023138,4,Algorithms,69
REG2023138,4,Database Systems,61
REG2023138,4,Operating Systems,81
REG2023138,4,Discrete Mathematics,52
REG2023139,1,Circuit Analysis,55
REG2023139,1,Digital Electronics,53
REG2023139,1,Power Systems,64
REG2023139,1,Control Systems,88
REG2023139,1,Signals & Systems,64
REG2023139,2,Circuit Analysis,51
REG2023139,2,Digital Electronics,83
REG2023139,2,Power Systems,80
REG2023139,2,Control Systems,50
REG2023139,2,Signals & Systems,71
REG2023139,3,Circuit Analysis,89
REG2023139,3,Digital Electronics,62
REG2023139,3,Power Systems,58
REG2023139,3,Control Systems,71
REG2023139,3,Signals & Systems,95
REG2023139,4,Circuit Analysis,61
REG2023139,4,Digital Electronics,70
REG2023139,4,Power Systems,53
REG2023139,4,Control Systems,51
REG2023139,4,Signals & Systems,59
REG2023140,1,Circuit Analysis,87
REG2023140,1,Digital Electronics,95
REG2023140,1,Power Systems,59
REG2023140,1,Control Systems,99
REG2023140,1,Signals & Systems,57
REG2023140,2,Circuit Analysis,83
REG2023140,2,Digital Electronics,73
REG2023140,2,Power Systems,54
REG2023140,2,Control Systems,73
REG2023140,2,Signals & Systems,95
REG2023140,3,Circuit Analysis,92
REG2023140,3,Digital Electronics,75
REG2023140,3,Power Systems,87
REG2023140,3,Control Systems,56
REG2023140,3,Signals & Systems,71
REG2023140,4,Circuit Analysis,69
REG2023140,4,Digital Electronics,70
REG2023140,4,Power Systems,58
REG2023140,4,Control Systems,60
REG2023140,4,Signals & Systems,96
REG2023141,1,Structural Analysis,77
REG2023141,1,Geotechnical Engineering,100
REG2023141,1,Transportation Engineering,90
REG2023141,1,Hydrology,81
REG2023141,1,Surveying,91
REG2023141,2,Structural Analysis,70
REG2023141,2,Geotechnical Engineering,61
REG2023141,2,Transportation Engineering,95
REG2023141,2,Hydrology,85
REG2023141,2,Surveying,94
REG2023141,3,Structural Analysis,89
REG2023141,3,Geotechnical Engineering,100
REG2023141,3,Transportation Engineering,72
REG2023141,3,Hydrology,64
REG2023141,3,Surveying,92
REG2023141,4,Structural Analysis,87
REG2023141,4,Geotechnical Engineering,61
REG2023141,4,Transportation Engineering,74
REG2023141,4,Hydrology,69
REG2023141,4,Surveying,96
REG2023142,1,Data Structures,94
REG2023142,1,Algorithms,68
REG2023142,1,Database Systems,58
REG2023142,1,Operating Systems,61
REG2023142,1,Discrete Mathematics,96
REG2023142,2,Data Structures,50
REG2023142,2,Algorithms,94
REG2023142,2,Database Systems,86
REG2023142,2,Operating Systems,75
REG2023142,2,Discrete Mathematics,99
REG2023142,3,Data Structures,86
REG2023142,3,Algorithms,52
REG2023142,3,Database Systems,61
REG2023142,3,Operating Systems,88
REG2023142,3,Discrete Mathematics,70
REG2023142,4,Data Structures,89
REG2023142,4,Algorithms,64
REG2023142,4,Database Systems,90
REG2023142,4,Operating Systems,86
REG2023142,4,Discrete Mathematics,56
REG2023143,1,Circuit Analysis,81
REG2023143,1,Digital Electronics,59
REG2023143,1,Power Systems,71
REG2023143,1,Control Systems,97
REG2023143,1,Signals & Systems,54
REG2023143,2,Circuit Analysis,65
REG2023143,2,Digital Electronics,72
REG2023143,2,Power Systems,70
REG2023143,2,Control Systems,60
REG2023143,2,Signals & Systems,90
REG2023143,3,Circuit Analysis,55
REG2023143,3,Digital Electronics,95
REG2023143,3,Power Systems,92
REG2023143,3,Control Systems,90
REG2023143,3,Signals & Systems,96
REG2023143,4,Circuit Analysis,71
REG2023143,4,Digital Electronics,78
REG2023143,4,Power Systems,50
REG2023143,4,Control Systems,66
REG2023143,4,Signals & Systems,63
REG2023144,1,Structural Analysis,65
REG2023144,1,Geotechnical Engineering,94
REG2023144,1,Transportation Engineering,54
REG2023144,1,Hydrology,72
REG2023144,1,Surveying,66
REG2023144,2,Structural Analysis,100
REG2023144,2,Geotechnical Engineering,56
REG2023144,2,Transportation Engineering,96
REG2023144,2,Hydrology,50
REG2023144,2,Surveying,53
REG2023144,3,Structural Analysis,74
REG2023144,3,Geotechnical Engineering,78
REG2023144,3,Transportation Engineering,96
REG2023144,3,Hydrology,76
REG2023144,3,Surveying,60
REG2023144,4,Structural Analysis,76
REG2023144,4,Geotechnical Engineering,81
REG2023144,4,Transportation Engineering,74
REG2023144,4,Hydrology,72
REG2023144,4,Surveying,84
REG2023145,1,Biochemistry,74
REG2023145,1,Genetics,56
REG2023145,1,Cell Biology,80
REG2023145,1,Microbiology,100
REG2023145,1,Bioinformatics,86
REG2023145,2,Biochemistry,91
REG2023145,2,Genetics,98
REG2023145,2,Cell Biology,93
REG2023145,2,Microbiology,64
REG2023145,2,Bioinformatics,60
REG2023145,3,Biochemistry,78
REG2023145,3,Genetics,54
REG2023145,3,Cell Biology,52
REG2023145,3,Microbiology,68
REG2023145,3,Bioinformatics,51
REG2023145,4,Biochemistry,70
REG2023145,4,Genetics,66
REG2023145,4,Cell Biology,56
REG2023145,4,Microbiology,54
REG2023145,4,Bioinformatics,71
REG2023146,1,Structural Analysis,60
REG2023146,1,Geotechnical Engineering,74
REG2023146,1,Transportation Engineering,60
REG2023146,1,Hydrology,96
REG2023146,1,Surveying,54
REG2023146,2,Structural Analysis,85
REG2023146,2,Geotechnical Engineering,55
REG2023146,2,Transportation Engineering,71
REG2023146,2,Hydrology,88
REG2023146,2,Surveying,89
REG2023146,3,Structural Analysis,80
REG2023146,3,Geotechnical Engineering,95
REG2023146,3,Transportation Engineering,51
REG2023146,3,Hydrology,77
REG2023146,3,Surveying,91
REG2023146,4,Structural Analysis,60
REG2023146,4,Geotechnical Engineering,88
REG2023146,4,Transportation Engineering,77
REG2023146,4,Hydrology,60
REG2023146,4,Surveying,53
REG2023147,1,Circuit Analysis,56
REG2023147,1,Digital Electronics,71
REG2023147,1,Power Systems,63
REG2023147,1,Control Systems,62
REG2023147,1,Signals & Systems,76
REG2023147,2,Circuit Analysis,94
REG2023147,2,Digital Electronics,85
REG2023147,2,Power Systems,96
REG2023147,2,Control Systems,96
REG2023147,2,Signals & Systems,84
REG2023147,3,Circuit Analysis,66
REG2023147,3,Digital Electronics,92
REG2023147,3,Power Systems,68
REG2023147,3,Control Systems,69
REG2023147,3,Signals & Systems,65
REG2023147,4,Circuit Analysis,56
REG2023147,4,Digital Electronics,53
REG2023147,4,Power Systems,75
REG2023147,4,Control Systems,86
REG2023147,4,Signals & Systems,85
REG2023148,1,Thermodynamics,81
REG2023148,1,Fluid Mechanics,59
REG2023148,1,Machine Design,53
REG2023148,1,Material Science,73
REG2023148,1,Robotics,50
REG2023148,2,Thermodynamics,77
REG2023148,2,Fluid Mechanics,55
REG2023148,2,Machine Design,68
REG2023148,2,Material Science,92
REG2023148,2,Robotics,90
REG2023148,3,Thermodynamics,88
REG2023148,3,Fluid Mechanics,80
REG2023148,3,Machine Design,62
REG2023148,3,Material Science,56
REG2023148,3,Robotics,51
REG2023148,4,Thermodynamics,63
REG2023148,4,Fluid Mechanics,60
REG2023148,4,Machine Design,90
REG2023148,4,Material Science,68
REG2023148,4,Robotics,55
REG2023149,1,Biochemistry,80
REG2023149,1,Genetics,57
REG2023149,1,Cell Biology,69
REG2023149,1,Microbiology,100
REG2023149,1,Bioinformatics,75
REG2023149,2,Biochemistry,80
REG2023149,2,Genetics,81
REG2023149,2,Cell Biology,92
REG2023149,2,Microbiology,66
REG2023149,2,Bioinformatics,55
REG2023149,3,Biochemistry,91
REG2023149,3,Genetics,84
REG2023149,3,Cell Biology,74
REG2023149,3,Microbiology,61
REG2023149,3,Bioinformatics,73
REG2023149,4,Biochemistry,74
REG2023149,4,Genetics,73
REG2023149,4,Cell Biology,61
REG2023149,4,Microbiology,78
REG2023149,4,Bioinformatics,52
REG2023150,1,Biochemistry,66
REG2023150,1,Genetics,78
REG2023150,1,Cell Biology,79
REG2023150,1,Microbiology,66
REG2023150,1,Bioinformatics,64
REG2023150,2,Biochemistry,67
REG2023150,2,Genetics,86
REG2023150,2,Cell Biology,53
REG2023150,2,Microbiology,59
REG2023150,2,Bioinformatics,98
REG2023150,3,Biochemistry,94
REG2023150,3,Genetics,92
REG2023150,3,Cell Biology,56
REG2023150,3,Microbiology,55
REG2023150,3,Bioinformatics,92
REG2023150,4,Biochemistry,72
REG2023150,4,Genetics,84
REG2023150,4,Cell Biology,76
REG2023150,4,Microbiology,98
REG2023150,4,Bioinformatics,87
REG2023151,1,Structural Analysis,64
REG2023151,1,Geotechnical Engineering,85
REG2023151,1,Transportation Engineering,53
REG2023151,1,Hydrology,74
REG2023151,1,Surveying,83
REG2023151,2,Structural Analysis,76
REG2023151,2,Geotechnical Engineering,84
REG2023151,2,Transportation Engineering,93
REG2023151,2,Hydrology,80
REG2023151,2,Surveying,86
REG2023151,3,Structural Analysis,65
REG2023151,3,Geotechnical Engineering,80
REG2023151,3,Transportation Engineering,69
REG2023151,3,Hydrology,55
REG2023151,3,Surveying,75
REG2023151,4,Structural Analysis,95
REG2023151,4,Geotechnical Engineering,52
REG2023151,4,Transportation Engineering,82
REG2023151,4,Hydrology,86
REG2023151,4,Surveying,83
REG2023152,1,Structural Analysis,86
REG2023152,1,Geotechnical Engineering,93
REG2023152,1,Transportation Engineering,89
REG2023152,1,Hydrology,59
REG2023152,1,Surveying,57
REG2023152,2,Structural Analysis,98
REG2023152,2,Geotechnical Engineering,78
REG2023152,2,Transportation Engineering,61
REG2023152,2,Hydrology,60
REG2023152,2,Surveying,63
REG2023152,3,Structural Analysis,62
REG2023152,3,Geotechnical Engineering,58
REG2023152,3,Transportation Engineering,52
REG2023152,3,Hydrology,77
REG2023152,3,Surveying,55
REG2023152,4,Structural Analysis,93
REG2023152,4,Geotechnical Engineering,77
REG2023152,4,Transportation Engineering,62
REG2023152,4,Hydrology,90
REG2023152,4,Surveying,59
REG2023153,1,Structural Analysis,88
REG2023153,1,Geotechnical Engineering,66
REG2023153,1,Transportation Engineering,70
REG2023153,1,Hydrology,96
REG2023153,1,Surveying,54
REG2023153,2,Structural Analysis,55
REG2023153,2,Geotechnical Engineering,74
REG2023153,2,Transportation Engineering,85
REG2023153,2,Hydrology,75
REG2023153,2,Surveying,85
REG2023153,3,Structural Analysis,70
REG2023153,3,Geotechnical Engineering,67
REG2023153,3,Transportation Engineering,83
REG2023153,3,Hydrology,79
REG2023153,3,Surveying,50
REG2023153,4,Structural Analysis,100
REG2023153,4,Geotechnical Engineering,94
REG2023153,4,Transportation Engineering,89
REG2023153,4,Hydrology,87
REG2023153,4,Surveying,83
REG2023154,1,Thermodynamics,100
REG2023154,1,Fluid Mechanics,76
REG2023154,1,Machine Design,57
REG2023154,1,Material Science,76
REG2023154,1,Robotics,59
REG2023154,2,Thermodynamics,59
REG2023154,2,Fluid Mechanics,86
REG2023154,2,Machine Design,87
REG2023154,2,Material Science,87
REG2023154,2,Robotics,98
REG2023154,3,Thermodynamics,56
REG2023154,3,Fluid Mechanics,56
REG2023154,3,Machine Design,86
REG2023154,3,Material Science,99
REG2023154,3,Robotics,56
REG2023154,4,Thermodynamics,100
REG2023154,4,Fluid Mechanics,68
REG2023154,4,Machine Design,84
REG2023154,4,Material Science,72
REG2023154,4,Robotics,76
REG2023155,1,Data Structures,66
REG2023155,1,Algorithms,74
REG2023155,1,Database Systems,91
REG2023155,1,Operating Systems,81
REG2023155,1,Discrete Mathematics,86
REG2023155,2,Data Structures,88
REG2023155,2,Algorithms,80
REG2023155,2,Database Systems,52
REG2023155,2,Operating Systems,61
REG2023155,2,Discrete Mathematics,67
REG2023155,3,Data Structures,75
REG2023155,3,Algorithms,59
REG2023155,3,Database Systems,89
REG2023155,3,Operating Systems,88
REG2023155,3,Discrete Mathematics,93
REG2023155,4,Data Structures,94
REG2023155,4,Algorithms,75
REG2023155,4,Database Systems,52
REG2023155,4,Operating Systems,75
REG2023155,4,Discrete Mathematics,71
REG2023156,1,Circuit Analysis,94
REG2023156,1,Digital Electronics,65
REG2023156,1,Power Systems,53
REG2023156,1,Control Systems,97
REG2023156,1,Signals & Systems,80
REG2023156,2,Circuit Analysis,67
REG2023156,2,Digital Electronics,73
REG2023156,2,Power Systems,51
REG2023156,2,Control Systems,71
REG2023156,2,Signals & Systems,100
REG2023156,3,Circuit Analysis,69
REG2023156,3,Digital Electronics,69
REG2023156,3,Power Systems,67
REG2023156,3,Control Systems,81
REG2023156,3,Signals & Systems,94
REG2023156,4,Circuit Analysis,93
REG2023156,4,Digital Electronics,56
REG2023156,4,Power Systems,64
REG2023156,4,Control Systems,58
REG2023156,4,Signals & Systems,69
REG2023157,1,Structural Analysis,97
REG2023157,1,Geotechnical Engineering,78
REG2023157,1,Transportation Engineering,99
REG2023157,1,Hydrology,70
REG2023157,1,Surveying,67
REG2023157,2,Structural Analysis,96
REG2023157,2,Geotechnical Engineering,76
REG2023157,2,Transportation Engineering,88
REG2023157,2,Hydrology,91
REG2023157,2,Surveying,55
REG2023157,3,Structural Analysis,62
REG2023157,3,Geotechnical Engineering,78
REG2023157,3,Transportation Engineering,63
REG2023157,3,Hydrology,76
REG2023157,3,Surveying,97
REG2023157,4,Structural Analysis,81
REG2023157,4,Geotechnical Engineering,98
REG2023157,4,Transportation Engineering,83
REG2023157,4,Hydrology,73
REG2023157,4,Surveying,53
REG2023158,1,Biochemistry,82
REG2023158,1,Genetics,100
REG2023158,1,Cell Biology,60
REG2023158,1,Microbiology,54
REG2023158,1,Bioinformatics,69
REG2023158,2,Biochemistry,95
REG2023158,2,Genetics,82
REG2023158,2,Cell Biology,75
REG2023158,2,Microbiology,58
REG2023158,2,Bioinformatics,99
REG2023158,3,Biochemistry,83
REG2023158,3,Genetics,86
REG2023158,3,Cell Biology,51
REG2023158,3,Microbiology,61
REG2023158,3,Bioinformatics,62
REG2023158,4,Biochemistry,62
REG2023158,4,Genetics,53
REG2023158,4,Cell Biology,65
REG2023158,4,Microbiology,52
REG2023158,4,Bioinformatics,79
REG2023159,1,Biochemistry,53
REG2023159,1,Genetics,73
REG2023159,1,Cell Biology,95
REG2023159,1,Microbiology,62
REG2023159,1,Bioinformatics,67
REG2023159,2,Biochemistry,73
REG2023159,2,Genetics,79
REG2023159,2,Cell Biology,82
REG2023159,2,Microbiology,75
REG2023159,2,Bioinformatics,90
REG2023159,3,Biochemistry,57
REG2023159,3,Genetics,93
REG2023159,3,Cell Biology,51
REG2023159,3,Microbiology,65
REG2023159,3,Bioinformatics,73
REG2023159,4,Biochemistry,81
REG2023159,4,Genetics,88
REG2023159,4,Cell Biology,78
REG2023159,4,Microbiology,61
REG2023159,4,Bioinformatics,80
REG2023160,1,Biochemistry,87
REG2023160,1,Genetics,85
REG2023160,1,Cell Biology,72
REG2023160,1,Microbiology,72
REG2023160,1,Bioinformatics,60
REG2023160,2,Biochemistry,66
REG2023160,2,Genetics,97
REG2023160,2,Cell Biology,94
REG2023160,2,Microbiology,55
REG2023160,2,Bioinformatics,68
REG2023160,3,Biochemistry,51
REG2023160,3,Genetics,74
REG2023160,3,Cell Biology,53
REG2023160,3,Microbiology,60
REG2023160,3,Bioinformatics,86
REG2023160,4,Biochemistry,99
REG2023160,4,Genetics,63
REG2023160,4,Cell Biology,64
REG2023160,4,Microbiology,91
REG2023160,4,Bioinformatics,64
REG2023161,1,Biochemistry,93
REG2023161,1,Genetics,63
REG2023161,1,Cell Biology,67
REG2023161,1,Microbiology,91
REG2023161,1,Bioinformatics,76
REG2023161,2,Biochemistry,82
REG2023161,2,Genetics,51
REG2023161,2,Cell Biology,99
REG2023161,2,Microbiology,99
REG2023161,2,Bioinformatics,93
REG2023161,3,Biochemistry,50
REG2023161,3,Genetics,80
REG2023161,3,Cell Biology,58
REG2023161,3,Microbiology,91
REG2023161,3,Bioinformatics,61
REG2023161,4,Biochemistry,88
REG2023161,4,Genetics,50
REG2023161,4,Cell Biology,64
REG2023161,4,Microbiology,66
REG2023161,4,Bioinformatics,88
REG2023162,1,Circuit Analysis,69
REG2023162,1,Digital Electronics,95
REG2023162,1,Power Systems,95
REG2023162,1,Control Systems,91
REG2023162,1,Signals & Systems,67
REG2023162,2,Circuit Analysis,77
REG2023162,2,Digital Electronics,74
REG2023162,2,Power Systems,72
REG2023162,2,Control Systems,79
REG2023162,2,Signals & Systems,66
REG2023162,3,Circuit Analysis,63
REG2023162,3,Digital Electronics,79
REG2023162,3,Power Systems,69
REG2023162,3,Control Systems,93
REG2023162,3,Signals & Systems,83
REG2023162,4,Circuit Analysis,89
REG2023162,4,Digital Electronics,75
REG2023162,4,Power Systems,87
REG2023162,4,Control Systems,56
REG2023162,4,Signals & Systems,50
REG2023163,1,Circuit Analysis,82
REG2023163,1,Digital Electronics,92
REG2023163,1,Power Systems,73
REG2023163,1,Control Systems,85
REG2023163,1,Signals & Systems,91
REG2023163,2,Circuit Analysis,88
REG2023163,2,Digital Electronics,88
REG2023163,2,Power Systems,68
REG2023163,2,Control Systems,69
REG2023163,2,Signals & Systems,93
REG2023163,3,Circuit Analysis,56
REG2023163,3,Digital Electronics,80
REG2023163,3,Power Systems,54
REG2023163,3,Control Systems,71
REG2023163,3,Signals & Systems,67
REG2023163,4,Circuit Analysis,90
REG2023163,4,Digital Electronics,70
REG2023163,4,Power Systems,67
REG2023163,4,Control Systems,66
